episode_id,window_start,window_end,kpi,slice,candidate_id,driver_type,ladder,null_episode,n_candidates,heuristic_score,feature_snapshot_id,label,share_abs,share_signed,share_shift_abs,dim_surprise,exposure_depth,is_arithmetic_identity,graph_path_len,mechanism_lag_days,driver_type_service_failure,driver_type_external_market,driver_type_price_change,driver_type_mix_shift,driver_type_instrumentation,precedence_present,precedence_consistent,lag_alignment,gap_days_norm,dose_present,dose_rho,dose_p_neglog10,dose_monotone,dose_buckets,corrob_on_theme_log,corrob_independent_types,corrob_distinct_accounts_log,corrob_conflict_ratio,corrob_evidence_withheld,did_present,did_effect_abs,did_tstat_abs,did_p_neglog10,did_placebo_abs,did_parallel_trends_ok,did_n_days_post_log,movement_z_abs,movement_pct_abs,movement_history_days_log,movement_sparse,movement_dq_flags,feed_stale,n_candidates_log,analyst_prior_weight
EP-0001,2021-04-14,2021-04-27,net_revenue,"{""channel"": ""Direct"", ""region"": ""North""}",H-SLA,service_failure,L2,1,2,0.6500000000000805,f10437a220e16bf9,0,1.000000000000124,1.000000000000124,0.0,0.0,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.65,0.5666666666666667,1.0,0.0155253647653341,0.07678009465188335,0.0,4.0,1.9459101490553132,5.0,1.6094379124341003,0.0,0.0,1.0,0.01074968716243807,0.23872611843385966,0.09080890860491246,0.07006618559250832,0.0,2.70805020110221,0.9505822064266203,0.04688184785631426,4.77912349311153,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0001,2021-04-14,2021-04-27,net_revenue,"{""channel"": ""Direct"", ""region"": ""North""}",H-MIX,mix_shift,L3,1,2,1.8567007691387498,a679639fad77e259,0,2.184353846045588,2.184353846045588,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9505822064266203,0.04688184785631426,4.77912349311153,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0121,2021-04-14,2021-04-27,order_volume,"{""channel"": ""ModernTrade"", ""region"": ""North""}",H-SLA,service_failure,L2,0,2,0.5721826499823804,98637a74f4fb42e7,0,0.8802809999728929,0.8802809999728929,0.0001950939132859819,2.297401261686403e-06,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.0155253647653341,0.07678009465188335,0.0,4.0,1.9459101490553132,5.0,1.6094379124341003,0.0,0.0,1.0,0.01074968716243807,0.23872611843385966,0.09080890860491246,0.07006618559250832,0.0,2.70805020110221,1.098900031647168,0.050430822602063996,4.77912349311153,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0121,2021-04-14,2021-04-27,order_volume,"{""channel"": ""ModernTrade"", ""region"": ""North""}",H-PRICE,price_change,L2,0,2,0.013000000000000001,533a99564333057e,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553132,4.0,1.9459101490553132,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098900031647168,0.050430822602063996,4.77912349311153,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0541,2021-04-14,2021-04-27,net_revenue,"{""channel"": ""Distributor"", ""region"": ""East""}",H-SLA,service_failure,L2,0,2,1.1267825282238373,0389ce3ded1357e8,0,1.7335115818828266,-1.7335115818828266,0.05849256766867045,0.0019977665581247025,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.65,0.5666666666666667,1.0,0.0155253647653341,0.07678009465188335,0.0,4.0,1.3862943611198906,3.0,1.3862943611198906,0.0,0.0,1.0,0.01066527649026816,0.1547237649418123,0.05698104758798954,0.10358363726087805,0.0,2.70805020110221,0.4807317993275731,0.022380137386015443,4.77912349311153,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0541,2021-04-14,2021-04-27,net_revenue,"{""channel"": ""Distributor"", ""region"": ""East""}",H-MIX,mix_shift,L3,0,2,0.5340391175334834,a8246de73610ce62,1,0.6282813147452746,0.6282813147452746,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4807317993275731,0.022380137386015443,4.77912349311153,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0841,2021-04-15,2021-04-28,order_volume,"{""channel"": ""ModernTrade"", ""region"": ""West""}",H-SLA,service_failure,L0,1,3,0.150072150777209,e4fb19a66a58a5f8,0,0.750360753886045,0.750360753886045,0.010123505157050738,0.0001875779660043998,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.010441139324375522,0.05031309370538844,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06159345915156966,1.3314007156568315,0.7374131988587133,0.05050144507484711,0.0,2.70805020110221,0.9743946462823934,0.06090650606227777,4.787491742782046,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0841,2021-04-15,2021-04-28,order_volume,"{""channel"": ""ModernTrade"", ""region"": ""West""}",H-COMP-MKD-0011,external_market,L1,1,3,0.008,be14f84e40768a6f,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14770687971451568,1.6194217178032828,0.9773384297302445,0.044724005200434014,1.0,2.70805020110221,0.9743946462823934,0.06090650606227777,4.787491742782046,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0841,2021-04-15,2021-04-28,order_volume,"{""channel"": ""ModernTrade"", ""region"": ""West""}",H-PRICE,price_change,L2,1,3,0.013000000000000001,b2fcce7cdc21170f,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.791759469228055,3.0,1.791759469228055,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9743946462823934,0.06090650606227777,4.787491742782046,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0241,2021-04-16,2021-04-29,order_volume,"{""channel"": ""Direct"", ""region"": ""South""}",H-SLA,service_failure,L0,0,3,0.1805033961826005,b96107c46496ef62,0,0.9025169809130025,0.9025169809130025,0.034708013797571935,0.0013173223590462477,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.004801143594255031,0.022470865111888668,0.0,4.0,1.0986122886681098,2.0,0.6931471805599453,0.0,0.0,1.0,0.02654721349710476,0.7243397197139738,0.3289594125531115,0.03451377187507254,1.0,2.70805020110221,4.028263727877799,0.23370619002955734,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0241,2021-04-16,2021-04-29,order_volume,"{""channel"": ""Direct"", ""region"": ""South""}",H-COMP-MKH-0001,external_market,L3,0,3,0.017,8ae10f9957de5db4,1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.36363636363636365,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0,0.6931471805599453,0.5,0.0,1.0,0.32951811071007997,3.5754029493528794,3.4563181756361105,0.08111594834662816,1.0,2.70805020110221,4.028263727877799,0.23370619002955734,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0241,2021-04-16,2021-04-29,order_volume,"{""channel"": ""Direct"", ""region"": ""South""}",H-PRICE,price_change,L2,0,3,0.013000000000000001,19bc47802b16c37a,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.2333333333333334,0.0,0.0,0.0,0.0,0.0,1.791759469228055,3.0,1.791759469228055,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.028263727877799,0.23370619002955734,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0901,2021-04-16,2021-04-29,order_volume,"{""channel"": ""Ecommerce"", ""region"": ""West""}",H-SLA,service_failure,L2,1,3,0.4738797022854862,ee60847f4b430f02,0,0.729045695823825,0.729045695823825,0.042324148627009034,0.002996841409060865,1.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30000000000000004,-0.13333333333333333,1.0,-0.004801143594255031,0.022470865111888668,0.0,4.0,1.3862943611198906,3.0,1.3862943611198906,0.0,0.0,1.0,0.0459611592086151,0.6720036265533822,0.29965858744351503,0.06335581232204435,0.0,2.70805020110221,1.3785750163520907,0.08921862566092406,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0901,2021-04-16,2021-04-29,order_volume,"{""channel"": ""Ecommerce"", ""region"": ""West""}",H-COMP-MKD-0011,external_market,L1,1,3,0.008,eebb6063cc5c1d0e,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7272727272727273,-0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14430455938198222,1.5797540238043815,0.9424738347277247,0.058424774074072594,1.0,2.70805020110221,1.3785750163520907,0.08921862566092406,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0901,2021-04-16,2021-04-29,order_volume,"{""channel"": ""Ecommerce"", ""region"": ""West""}",H-PRICE,price_change,L2,1,3,0.013000000000000001,228f927582688728,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.791759469228055,3.0,1.791759469228055,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3785750163520907,0.08921862566092406,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0301,2021-04-16,2021-04-29,net_revenue,"{""channel"": ""Distributor"", ""region"": ""South""}",H-SLA,service_failure,L0,1,3,0.19151365621100513,087eac086892d59a,0,0.9575682810550256,0.9575682810550256,0.0,0.0,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.004801143594255031,0.022470865111888668,0.0,4.0,1.0986122886681098,2.0,0.6931471805599453,0.0,0.0,1.0,0.02654721349710476,0.7243397197139738,0.3289594125531115,0.03451377187507254,1.0,2.70805020110221,0.7430769665065772,0.0344843109921556,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0301,2021-04-16,2021-04-29,net_revenue,"{""channel"": ""Distributor"", ""region"": ""South""}",H-MIX,mix_shift,L3,1,3,0.15521981313308403,1ae47d32516750d1,0,0.1826115448624518,0.1826115448624518,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7430769665065772,0.0344843109921556,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0301,2021-04-16,2021-04-29,net_revenue,"{""channel"": ""Distributor"", ""region"": ""South""}",H-COMP-MKH-0001,external_market,L3,1,3,0.017,261dff21b4c73c5a,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0,0.6931471805599453,0.5,0.0,1.0,0.32951811071007997,3.5754029493528794,3.4563181756361105,0.08111594834662816,1.0,2.70805020110221,0.7430769665065772,0.0344843109921556,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0781,2021-04-16,2021-04-29,net_revenue,"{""channel"": ""Distributor"", ""region"": ""West""}",H-SLA,service_failure,L1,1,3,0.2980089862735741,92016d76a8b86704,0,0.7450224656839352,0.7450224656839352,0.0,0.0,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.004801143594255031,0.022470865111888668,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06819977987913628,1.4772033857883717,0.855048862334899,0.031710127546464184,1.0,2.70805020110221,0.20355615016398232,0.009205159799919689,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0781,2021-04-16,2021-04-29,net_revenue,"{""channel"": ""Distributor"", ""region"": ""West""}",H-MIX,mix_shift,L3,1,3,0.09248929088939462,2e76e35e4b6b94c1,0,0.10881093045811131,-0.10881093045811131,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20355615016398232,0.009205159799919689,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0781,2021-04-16,2021-04-29,net_revenue,"{""channel"": ""Distributor"", ""region"": ""West""}",H-COMP-MKD-0011,external_market,L1,1,3,0.008,b79600894ea301c4,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14430455938198222,1.5797540238043815,0.9424738347277247,0.058424774074072594,1.0,2.70805020110221,0.20355615016398232,0.009205159799919689,4.795790545596741,0.0,0.0,0.0,1.0986122886681098,1.0
EP-0661,2021-04-17,2021-04-27,otd_pct,"{""warehouse_id"": ""WH-4""}",H-DQ-PARTIAL_LOAD,instrumentation,L2,0,3,0.013000000000000001,acd56eb42a31a84a,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.602562057079803,0.03148890722650554,4.77912349311153,0.0,1.0,0.0,1.0986122886681098,1.0
EP-0661,2021-04-17,2021-04-27,otd_pct,"{""warehouse_id"": ""WH-4""}",H-COMP-MKD-0011,external_market,L1,0,3,0.008,eda1b57011598989,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1994832589344368,1.9509510252045146,1.2918947625059822,0.07309061232328673,1.0,2.4849066497880004,2.602562057079803,0.03148890722650554,4.77912349311153,0.0,1.0,0.0,1.0986122886681098,1.0
EP-0661,2021-04-17,2021-04-27,otd_pct,"{""warehouse_id"": ""WH-4""}",H-COMP-MKH-0001,external_market,L3,0,3,0.017,44432891b9a3685a,0,0.0,0.0,0.054318137579204354,0.003658429312190706,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,-0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0,0.6931471805599453,0.5,0.0,1.0,0.31440713162605727,2.9269979365354475,2.4656550820467915,0.13231334573122933,1.0,2.4849066497880004,2.602562057079803,0.03148890722650554,4.77912349311153,0.0,1.0,0.0,1.0986122886681098,1.0
EP-0181,2021-04-18,2021-04-28,otd_pct,"{""warehouse_id"": ""WH-3""}",H-DQ-PARTIAL_LOAD,instrumentation,L2,0,3,0.013000000000000001,a53c51b124a0e5fb,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.441428933370379,0.0375914783817878,4.787491742782046,0.0,1.0,0.0,1.0986122886681098,1.0
EP-0181,2021-04-18,2021-04-28,otd_pct,"{""warehouse_id"": ""WH-3""}",H-COMP-MKD-0011,external_market,L1,0,3,0.008,0da6a2623730981f,0,0.0,0.0,0.0180915388111782,0.0007816899274269602,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8181818181818181,-0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13884904299268258,1.4409026869602723,0.825033057950587,0.08434725869961479,0.0,2.4849066497880004,2.441428933370379,0.0375914783817878,4.787491742782046,0.0,1.0,0.0,1.0986122886681098,1.0
EP-0181,2021-04-18,2021-04-28,otd_pct,"{""warehouse_id"": ""WH-3""}",H-COMP-MKH-0001,external_market,L0,0,3,0.004,2872180588ff7fff,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4545454545454546,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,1.0,0.27549738112236666,2.562149309537348,1.9828556545376064,0.21546655217255783,0.0,2.4849066497880004,2.441428933370379,0.0375914783817878,4.787491742782046,0.0,1.0,0.0,1.0986122886681098,1.0
EP-0061,2021-04-21,2021-05-04,net_revenue,"{""channel"": ""Distributor"", ""region"": ""North""}",H-SLA,service_failure,L2,0,1,0.588633556442728,664603a2286a9ec1,1,0.905590086834966,0.905590086834966,0.013676527626530155,0.0011909540204563052,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.35,0.7666666666666667,1.0,-0.02501587351817227,0.12975265789819784,0.0,4.0,1.9459101490553132,5.0,1.6094379124341003,0.0,0.0,1.0,0.0005843435132331098,0.01185633021449931,0.004127877383341195,0.04018074067925381,0.0,2.70805020110221,1.4477580684552032,0.06779781752327232,4.836281906951478,0.0,0.0,0.0,0.0,1.0
EP-0481,2021-04-22,2021-05-05,net_revenue,"{""channel"": ""Direct"", ""region"": ""East""}",H-SLA,service_failure,L1,0,1,0.38478105063429147,af933c283898977c,1,0.9619526265857287,0.9619526265857287,0.1754282393048342,0.01579080144370451,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.95,0.36666666666666664,1.0,-0.01607058257057638,0.07969657476298299,0.0,4.0,0.6931471805599453,1.0,0.6931471805599453,0.0,0.0,1.0,0.0744479824784301,0.9937924679305886,0.49441063779855593,0.02021501004143378,1.0,2.70805020110221,6.127734267365541,0.3092175940975578,4.844187086458591,0.0,0.0,0.0,0.0,1.0
EP-0602,2021-05-11,2021-05-24,net_revenue,"{""channel"": ""ModernTrade"", ""region"": ""East""}",H-SLA,service_failure,L3,1,2,0.9609397834421795,1fcf237e21ca5e8a,0,1.130517392284917,1.130517392284917,0.03570844790085104,0.0011265779462848562,1.0,0.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4,1.0,-0.11478437635665177,0.8884747368675584,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10794324198349892,2.1041530590901862,1.4514251376307157,0.011334051435123005,1.0,2.70805020110221,1.50118063976317,0.06703586474466978,4.983606621708336,0.0,0.0,0.0,0.6931471805599453,1.0
EP-0602,2021-05-11,2021-05-24,net_revenue,"{""channel"": ""ModernTrade"", ""region"": ""East""}",H-MIX,mix_shift,L3,1,2,0.043057108884454166,a98583b4606eb007,0,0.050655422217004906,-0.050655422217004906,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.50118063976317,0.06703586474466978,4.983606621708336,0.0,0.0,0.0,0.6931471805599453,1.0
